distance,time_stamp,destination,source,price,surge_multiplier,name,id
1.89,2018-11-26 12:59:11.964-07,Back Bay,South Station,30.50,1.00,Black SUV,100896
1.89,2018-11-26 12:59:11.964-07,Back Bay,South Station,,1.00,Taxi,100897
1.89,2018-11-26 12:59:11.964-07,Back Bay,South Station,15.00,1.00,UberXL,100898
1.89,2018-11-26 12:59:11.964-07,Back Bay,South Station,9.00,1.00,UberPool,100899
1.89,2018-11-26 12:59:11.964-07,Back Bay,South Station,9.50,1.00,WAV,100900
1.89,2018-11-26 12:59:11.964-07,Back Bay,South Station,9.50,1.00,UberX,100901
4.4,2018-11-26 07:44:12.963-07,Financial District,Fenway,12.50,1.00,WAV,100908
1.44,2018-11-26 07:44:12.963-07,Boston University,Back Bay,,1.00,Taxi,100909
1.44,2018-11-26 07:44:12.963-07,Boston University,Back Bay,7.50,1.00,WAV,100910
1.44,2018-11-26 07:44:12.963-07,Boston University,Back Bay,11.50,1.00,UberXL,100911
1.44,2018-11-26 07:44:12.963-07,Boston University,Back Bay,17.00,1.00,Black,100912
1,2018-11-26 17:57:23.663-07,North End,West End,26.00,1.00,Black SUV,101108
1,2018-11-26 17:57:23.663-07,North End,West End,8.50,1.00,WAV,101109
3.05,2018-11-26 09:05:10.126-07,Fenway,North Station,,1.00,Taxi,101219
3.01,2018-11-26 18:36:22.252-07,Boston University,North Station,29.50,1.00,UberXL,101031
3.01,2018-11-26 18:36:22.252-07,Boston University,North Station,15.50,1.00,UberPool,101032
3.01,2018-11-26 18:36:22.252-07,Boston University,North Station,37.00,1.00,Black SUV,101033
3.41,2018-11-26 13:26:12.304-07,North Station,Boston University,12.00,1.00,WAV,101073
3.41,2018-11-26 13:26:12.304-07,North Station,Boston University,21.00,1.00,UberXL,101074
3.41,2018-11-26 13:26:12.304-07,North Station,Boston University,,1.00,Taxi,101075
1,2018-11-26 17:57:23.663-07,North End,West End,8.50,1.00,UberPool,101107
1.35,2018-11-26 21:24:22.223-07,Haymarket Square,Beacon Hill,,1.00,Taxi,98230
1.35,2018-11-26 21:24:22.223-07,Haymarket Square,Beacon Hill,27.00,1.00,Black SUV,98231
1.35,2018-11-26 21:24:22.223-07,Haymarket Square,Beacon Hill,16.00,1.00,Black,98232
1.35,2018-11-26 21:24:22.223-07,Haymarket Square,Beacon Hill,7.50,1.00,WAV,98233
2.66,2018-11-26 10:44:11.735-07,Fenway,Theatre District,11.00,1.00,UberX,101629
2.51,2018-11-26 17:24:14.343-07,North Station,Northeastern University,9.50,1.00,UberX,101403
2.51,2018-11-26 17:24:14.343-07,North Station,Northeastern University,9.50,1.00,WAV,101404
2.51,2018-11-26 17:24:14.343-07,North Station,Northeastern University,,1.00,Taxi,101405
1.61,2018-11-26 17:33:14.344-07,Haymarket Square,Theatre District,,1.00,Taxi,101776
1.61,2018-11-26 17:33:14.344-07,Haymarket Square,Theatre District,9.00,1.00,UberPool,101777
1.61,2018-11-26 17:33:14.344-07,Haymarket Square,Theatre District,9.50,1.00,UberX,101778
1.61,2018-11-26 17:33:14.344-07,Haymarket Square,Theatre District,28.50,1.00,Black SUV,101779
1.61,2018-11-26 17:33:14.344-07,Haymarket Square,Theatre District,18.00,1.00,Black,101780
1.61,2018-11-26 17:33:14.344-07,Haymarket Square,Theatre District,9.50,1.00,WAV,101781
1.61,2018-11-26 21:42:23.28-07,Haymarket Square,Theatre District,14.00,1.00,UberXL,101782
3.04,2018-11-26 21:42:23.28-07,West End,Boston University,35.00,1.00,Black SUV,101783
3.04,2018-11-26 21:42:23.28-07,West End,Boston University,26.00,1.00,Black,101784
3.04,2018-11-26 21:42:23.28-07,West End,Boston University,10.50,1.00,UberX,101785
3.04,2018-11-26 21:42:23.28-07,West End,Boston University,10.50,1.00,WAV,101786
3.04,2018-11-26 21:42:23.28-07,West End,Boston University,18.00,1.00,UberXL,101787
3.05,2018-11-26 16:57:14.365-07,Fenway,North Station,,1.00,Taxi,101821
3.05,2018-11-26 16:57:14.365-07,Fenway,North Station,17.50,1.00,UberXL,101822
3.05,2018-11-26 16:57:14.365-07,Fenway,North Station,9.50,1.00,UberX,101823
3.05,2018-11-26 16:57:14.365-07,Fenway,North Station,24.00,1.00,Black,101824
2.66,2018-11-26 16:57:14.365-07,Fenway,Theatre District,9.50,1.00,UberX,101825
2.66,2018-11-26 16:57:14.365-07,Fenway,Theatre District,8.00,1.00,UberPool,101826
0.49,2018-11-26 17:09:14.624-07,North Station,Haymarket Square,7.00,1.00,WAV,101448
0.49,2018-11-26 17:09:14.624-07,North Station,Haymarket Square,16.00,1.00,Black,101449
0.49,2018-11-26 17:09:14.624-07,North Station,Haymarket Square,,1.00,Taxi,101450
0.49,2018-11-26 17:09:14.624-07,North Station,Haymarket Square,9.50,1.00,UberXL,101451
0.49,2018-11-26 17:09:14.624-07,North Station,Haymarket Square,7.00,1.00,UberX,101452
7.46,2018-11-26 10:08:10.143-07,Northeastern University,Financial District,,1.00,Taxi,101524
7.46,2018-11-26 10:08:10.143-07,Northeastern University,Financial District,37.50,1.00,Black,101525
7.46,2018-11-26 10:08:10.143-07,Northeastern University,Financial District,45.00,1.00,Black SUV,101526
7.46,2018-11-26 10:08:10.143-07,Northeastern University,Financial District,16.00,1.00,WAV,101527
7.46,2018-11-26 10:08:10.143-07,Northeastern University,Financial District,27.50,1.00,UberXL,101528
7.46,2018-11-26 10:08:10.143-07,Northeastern University,Financial District,12.00,1.00,UberPool,101529
2.46,2018-11-26 23:51:22.253-07,Beacon Hill,Fenway,,1.00,Taxi,101595
2.46,2018-11-26 23:51:22.253-07,Beacon Hill,Fenway,8.00,1.00,UberPool,101596
2.46,2018-11-26 23:51:22.253-07,Beacon Hill,Fenway,9.50,1.00,WAV,101597
2.14,2018-11-26 23:51:22.253-07,South Station,West End,,1.00,Taxi,101598
2.14,2018-11-26 23:51:22.253-07,South Station,West End,7.50,1.00,UberX,101599
1.79,2018-11-26 19:21:21.968-07,South Station,Beacon Hill,,1.00,Taxi,101950
1.79,2018-11-26 19:21:21.968-07,South Station,Beacon Hill,7.50,1.00,UberPool,101951
1.79,2018-11-26 19:21:21.968-07,South Station,Beacon Hill,21.50,1.00,Black,101952
1.79,2018-11-26 19:21:21.968-07,South Station,Beacon Hill,29.50,1.00,Black SUV,101953
1.79,2018-11-26 19:21:21.968-07,South Station,Beacon Hill,16.00,1.00,UberXL,101954
2.24,2018-11-26 10:32:09.607-07,North Station,South Station,9.50,1.00,WAV,101867
2.24,2018-11-26 10:32:09.607-07,North Station,South Station,27.00,1.00,Black SUV,101868
2.24,2018-11-26 10:32:09.607-07,North Station,South Station,19.50,1.00,Black,101869
2.24,2018-11-26 10:32:09.607-07,North Station,South Station,15.00,1.00,UberXL,101870
2.24,2018-11-26 16:09:10.415-07,North Station,South Station,10.00,1.00,UberPool,101871
2.24,2018-11-26 16:09:10.415-07,North Station,South Station,,1.00,Taxi,101872
2.24,2018-11-26 16:09:10.415-07,North Station,South Station,9.50,1.00,UberX,101873
3.61,2018-11-26 23:12:22.132-07,Back Bay,North End,,1.00,Taxi,102167
3.61,2018-11-26 23:12:22.132-07,Back Bay,North End,36.50,1.00,Black SUV,102168
3.61,2018-11-26 23:12:22.132-07,Back Bay,North End,12.50,1.00,WAV,102169
3.61,2018-11-26 23:12:22.132-07,Back Bay,North End,11.00,1.00,UberPool,102170
3.64,2018-11-26 16:39:14.192-07,Financial District,Fenway,,1.00,Taxi,102216
4.55,2018-11-26 02:23:09.779-07,Financial District,Northeastern University,12.50,1.00,WAV,102228
4.55,2018-11-26 02:23:09.779-07,Financial District,Northeastern University,32.00,1.00,Black,102229
4.55,2018-11-26 02:23:09.779-07,Financial District,Northeastern University,40.50,1.00,Black SUV,102230
3.39,2018-11-26 05:26:13.9-07,North Station,Boston University,18.50,1.00,UberXL,102240
3.39,2018-11-26 05:26:13.9-07,North Station,Boston University,,1.00,Taxi,102241
3.39,2018-11-26 05:26:13.9-07,North Station,Boston University,11.50,1.00,WAV,102242
3.39,2018-11-26 05:26:13.9-07,North Station,Boston University,9.00,1.00,UberPool,102243
3.39,2018-11-26 05:26:13.9-07,North Station,Boston University,11.50,1.00,UberX,102244
2.66,2018-11-26 21:15:23.835-07,Theatre District,Fenway,,1.00,Taxi,102251
1.56,2018-11-26 16:03:10.409-07,Back Bay,Boston University,12.00,1.00,UberXL,102252
1.56,2018-11-26 16:03:10.409-07,Back Bay,Boston University,7.50,1.00,UberPool,102253
1.56,2018-11-26 16:03:10.409-07,Back Bay,Boston University,17.50,1.00,Black,102254
1.56,2018-11-26 16:03:10.409-07,Back Bay,Boston University,,1.00,Taxi,102255
1.56,2018-11-26 16:03:10.409-07,Back Bay,Boston University,26.50,1.00,Black SUV,102256
1.56,2018-11-26 16:03:10.409-07,Back Bay,Boston University,7.50,1.00,UberX,102257
1.56,2018-11-26 16:03:10.409-07,Back Bay,Boston University,7.50,1.00,WAV,102258
0.58,2018-11-26 16:03:10.409-07,South Station,Theatre District,27.50,1.00,Black SUV,102259
0.58,2018-11-26 16:03:10.409-07,South Station,Theatre District,7.00,1.00,WAV,102260
0.58,2018-11-26 16:03:10.409-07,South Station,Theatre District,7.00,1.00,UberX,102261
0.58,2018-11-26 16:03:10.409-07,South Station,Theatre District,15.00,1.00,Black,102262
4.55,2018-11-26 06:11:10.321-07,Financial District,Northeastern University,36.00,1.00,Black SUV,102462
4.55,2018-11-26 06:11:10.321-07,Financial District,Northeastern University,18.50,1.00,UberXL,102463
4.55,2018-11-26 06:11:10.321-07,Financial District,Northeastern University,11.50,1.00,WAV,102464
0.39,2018-11-26 06:23:09.65-07,South Station,Financial District,8.50,1.00,UberXL,102004
0.39,2018-11-26 06:23:09.65-07,South Station,Financial District,7.00,1.00,UberX,102005
0.39,2018-11-26 06:23:09.65-07,South Station,Financial District,15.00,1.00,Black,102006
0.39,2018-11-26 06:23:09.65-07,South Station,Financial District,7.00,1.00,WAV,102007
0.39,2018-11-26 06:23:09.65-07,South Station,Financial District,7.00,1.00,UberPool,102008
0.39,2018-11-26 06:23:09.65-07,South Station,Financial District,,1.00,Taxi,102009
2.58,2018-11-26 10:23:09.731-07,Beacon Hill,South Station,19.50,1.00,Black,102085
2.58,2018-11-26 10:23:09.731-07,Beacon Hill,South Station,9.50,1.00,WAV,102086
0.99,2018-11-26 10:23:09.731-07,Financial District,Haymarket Square,10.50,1.00,UberXL,102087
0.99,2018-11-26 10:23:09.731-07,Financial District,Haymarket Square,7.00,1.00,WAV,102088
0.99,2018-11-26 10:23:09.731-07,Financial District,Haymarket Square,,1.00,Taxi,102089
0.99,2018-11-26 10:23:09.731-07,Financial District,Haymarket Square,16.00,1.00,Black,102090
1.57,2018-11-26 12:02:09.833-07,North End,Theatre District,7.50,1.00,UberPool,102362
1.57,2018-11-26 12:02:09.833-07,North End,Theatre District,13.50,1.00,UberXL,102363
1.57,2018-11-26 12:02:09.833-07,North End,Theatre District,7.50,1.00,UberX,102364
1.57,2018-11-26 12:02:09.833-07,North End,Theatre District,7.50,1.00,WAV,102365
1.57,2018-11-26 12:02:09.833-07,North End,Theatre District,26.00,1.00,Black SUV,102366
3.01,2018-11-26 17:03:14.376-07,Boston University,North Station,26.00,1.00,Black,102514
3.01,2018-11-26 17:03:14.376-07,Boston University,North Station,,1.00,Taxi,102515
2.46,2018-11-26 17:03:14.376-07,North Station,Fenway,31.50,1.00,Black SUV,102516
2.46,2018-11-26 17:03:14.376-07,North Station,Fenway,,1.00,Taxi,102517
2.49,2018-11-26 07:26:09.73-07,Back Bay,South Station,13.00,1.00,UberX,102565
2.49,2018-11-26 07:26:09.73-07,Back Bay,South Station,12.50,1.00,UberPool,102566
2.49,2018-11-26 07:26:09.73-07,Back Bay,South Station,34.00,1.00,Black SUV,102567
2.49,2018-11-26 07:26:09.73-07,Back Bay,South Station,,1.00,Taxi,102568
1.61,2018-11-26 17:06:14.295-07,South Station,North Station,,1.00,Taxi,101679
2.66,2018-11-26 16:42:15.169-07,Fenway,Theatre District,9.50,1.00,UberX,102647
2.66,2018-11-26 16:42:15.169-07,Fenway,Theatre District,15.00,1.00,UberXL,102648
2.66,2018-11-26 16:42:15.169-07,Fenway,Theatre District,9.00,1.00,UberPool,102649
2.66,2018-11-26 16:42:15.169-07,Fenway,Theatre District,27.50,1.00,Black SUV,102650
1.11,2018-11-26 04:08:10.168-07,West End,North End,13.00,1.00,UberXL,102661
1.11,2018-11-26 04:08:10.168-07,West End,North End,27.00,1.00,Black SUV,102662
1.11,2018-11-26 04:08:10.168-07,West End,North End,7.00,1.00,UberPool,102663
1.11,2018-11-26 04:08:10.168-07,West End,North End,9.00,1.00,UberX,102664
2.78,2018-11-26 07:56:09.87-07,West End,Boston University,,1.00,Taxi,102681
2.78,2018-11-26 07:56:09.87-07,West End,Boston University,9.50,1.00,WAV,102682
2.78,2018-11-26 07:56:09.87-07,West End,Boston University,9.50,1.00,UberX,102683
2.78,2018-11-26 07:56:09.87-07,West End,Boston University,9.00,1.00,UberPool,102684
1.34,2018-11-26 21:45:24.071-07,Fenway,Back Bay,8.50,1.00,UberX,102840
1.61,2018-11-26 17:06:14.295-07,South Station,North Station,9.00,1.00,UberX,101680
1.61,2018-11-26 17:06:14.295-07,South Station,North Station,14.00,1.00,UberXL,101681
1.61,2018-11-26 17:06:14.295-07,South Station,North Station,8.50,1.00,UberPool,101682
1.82,2018-11-26 06:02:10.944-07,Back Bay,Haymarket Square,,1.00,Taxi,101726
2.56,2018-11-26 16:48:15.032-07,Northeastern University,Beacon Hill,9.00,1.00,UberPool,102874
0.39,2018-11-26 21:30:21.935-07,South Station,Financial District,7.00,1.00,WAV,102723
0.39,2018-11-26 21:30:21.935-07,South Station,Financial District,9.50,1.00,UberXL,102724
0.39,2018-11-26 21:30:21.935-07,South Station,Financial District,7.00,1.00,UberX,102725
0.39,2018-11-26 21:30:21.935-07,South Station,Financial District,5.50,1.00,UberPool,102726
0.39,2018-11-26 21:30:21.935-07,South Station,Financial District,15.50,1.00,Black,102727
1.5,2018-11-26 21:30:21.935-07,Back Bay,Fenway,,1.00,Taxi,102728
2.5,2018-11-26 21:42:22.14-07,Beacon Hill,South Station,20.50,1.00,Black,103292
2.98,2018-11-26 22:45:22.452-07,Theatre District,Boston University,16.50,1.00,UberXL,103146
2.98,2018-11-26 22:45:22.452-07,Theatre District,Boston University,10.50,1.00,UberX,103147
2.98,2018-11-26 22:45:22.452-07,Theatre District,Boston University,8.50,1.00,UberPool,103148
2.98,2018-11-26 22:45:22.452-07,Theatre District,Boston University,,1.00,Taxi,103149
2.98,2018-11-26 22:45:22.452-07,Theatre District,Boston University,32.50,1.00,Black SUV,103150
2.33,2018-11-26 19:18:22.292-07,North End,Back Bay,10.00,1.00,UberPool,103191
2.33,2018-11-26 19:18:22.292-07,North End,Back Bay,17.50,1.00,UberXL,103192
2.33,2018-11-26 19:18:22.292-07,North End,Back Bay,11.50,1.00,UberX,103193
2.33,2018-11-26 19:18:22.292-07,North End,Back Bay,11.50,1.00,WAV,103194
3.61,2018-11-26 20:42:23.619-07,Back Bay,North End,38.50,1.00,Black SUV,103219
3.61,2018-11-26 20:42:23.619-07,Back Bay,North End,,1.00,Taxi,103220
3.61,2018-11-26 20:42:23.619-07,Back Bay,North End,12.00,1.00,UberX,103221
3.61,2018-11-26 09:20:10.23-07,Back Bay,North End,20.50,1.00,UberXL,103222
3.61,2018-11-26 09:20:10.23-07,Back Bay,North End,11.00,1.00,UberPool,103223
3.61,2018-11-26 09:20:10.23-07,Back Bay,North End,28.00,1.00,Black,103224
3.61,2018-11-26 09:20:10.23-07,Back Bay,North End,12.00,1.00,WAV,103225
2.33,2018-11-26 20:12:21.975-07,North End,Back Bay,33.50,1.00,Black SUV,103233
2.33,2018-11-26 20:12:21.975-07,North End,Back Bay,10.50,1.00,UberX,103234
2.62,2018-11-26 23:51:22.008-07,Boston University,Theatre District,16.00,1.00,UberXL,103256
2.62,2018-11-26 23:51:22.008-07,Boston University,Theatre District,24.00,1.00,Black,103257
2.62,2018-11-26 23:51:22.008-07,Boston University,Theatre District,,1.00,Taxi,103258
1.08,2018-11-26 23:51:22.008-07,North End,North Station,12.00,1.00,UberXL,103259
1.08,2018-11-26 23:51:22.008-07,North End,North Station,6.50,1.00,UberPool,103260
1.08,2018-11-26 23:51:22.008-07,North End,North Station,,1.00,Taxi,103261
2.5,2018-11-26 19:51:22.338-07,Beacon Hill,South Station,12.00,1.00,WAV,103286
2.5,2018-11-26 19:51:22.338-07,Beacon Hill,South Station,12.00,1.00,UberX,103287
2.5,2018-11-26 19:51:22.338-07,Beacon Hill,South Station,,1.00,Taxi,103288
2.5,2018-11-26 19:51:22.338-07,Beacon Hill,South Station,16.00,1.00,UberXL,103289
2.5,2018-11-26 19:51:22.338-07,Beacon Hill,South Station,31.50,1.00,Black SUV,103290
2.5,2018-11-26 21:42:22.14-07,Beacon Hill,South Station,9.00,1.00,UberPool,103291
2.84,2018-11-26 14:17:09.606-07,Fenway,West End,25.50,1.00,Black,103634
2.84,2018-11-26 14:17:09.606-07,Fenway,West End,19.50,1.00,UberXL,103635
2.84,2018-11-26 14:17:09.606-07,Fenway,West End,,1.00,Taxi,103636
2.84,2018-11-26 14:17:09.606-07,Fenway,West End,12.50,1.00,WAV,103637
2.84,2018-11-26 14:17:09.606-07,Fenway,West End,12.00,1.00,UberPool,103638
2.84,2018-11-26 14:17:09.606-07,Fenway,West End,34.00,1.00,Black SUV,103639
2.58,2018-11-26 08:14:09.636-07,Beacon Hill,South Station,9.50,1.00,UberX,103668
7.2,2018-11-26 21:18:22.264-07,Financial District,Boston University,15.50,1.00,UberPool,103619
1.21,2018-11-26 09:38:10.149-07,North End,Financial District,7.00,1.00,WAV,103315
1.21,2018-11-26 09:38:10.149-07,North End,Financial District,,1.00,Taxi,103316
1.21,2018-11-26 09:38:10.149-07,North End,Financial District,7.00,1.00,UberX,103317
1.89,2018-11-26 22:27:22.037-07,Theatre District,Northeastern University,,1.00,Taxi,103340
3.07,2018-11-26 14:05:09.914-07,North Station,Fenway,10.50,1.00,UberX,103806
1.35,2018-11-26 13:08:09.855-07,North End,Beacon Hill,,1.00,Taxi,103809
2.04,2018-11-26 13:08:09.855-07,West End,South Station,27.50,1.00,Black SUV,103810
2.04,2018-11-26 13:08:09.855-07,West End,South Station,20.50,1.00,Black,103811
2.04,2018-11-26 13:08:09.855-07,West End,South Station,15.00,1.00,UberXL,103812
2.04,2018-11-26 13:08:09.855-07,West End,South Station,8.50,1.00,WAV,103813
2.04,2018-11-26 12:56:09.793-07,West End,South Station,8.50,1.00,UberX,103814
1.16,2018-11-26 22:03:21.852-07,Theatre District,Haymarket Square,,1.00,Taxi,103983
1.16,2018-11-26 22:03:21.852-07,Theatre District,Haymarket Square,16.00,1.00,Black,103984
3.05,2018-11-26 22:03:21.852-07,Fenway,North Station,10.00,1.00,UberPool,103985
3.05,2018-11-26 22:03:21.852-07,Fenway,North Station,,1.00,Taxi,103986
3.05,2018-11-26 22:03:21.852-07,Fenway,North Station,9.50,1.00,UberX,103987
3.05,2018-11-26 22:03:21.852-07,Fenway,North Station,16.00,1.00,UberXL,103988
3.05,2018-11-26 23:12:22.022-07,Fenway,North Station,22.50,1.00,Black,103989
3.05,2018-11-26 23:12:22.022-07,Fenway,North Station,32.50,1.00,Black SUV,103990
3.05,2018-11-26 23:12:22.022-07,Fenway,North Station,9.50,1.00,WAV,103991
2.27,2018-11-26 23:12:22.022-07,Boston University,Beacon Hill,9.50,1.00,WAV,103992
2.27,2018-11-26 23:12:22.022-07,Boston University,Beacon Hill,,1.00,Taxi,103993
1.03,2018-11-26 09:59:10.211-07,North Station,North End,26.00,1.00,Black SUV,104008
1.03,2018-11-26 09:59:10.211-07,North Station,North End,,1.00,Taxi,104009
1.03,2018-11-26 09:59:10.211-07,North Station,North End,16.00,1.00,Black,104010
1.03,2018-11-26 09:59:10.211-07,North Station,North End,11.50,1.00,UberXL,104011
1.03,2018-11-26 09:59:10.211-07,North Station,North End,6.00,1.00,WAV,104012
1.97,2018-11-26 21:12:22.316-07,Northeastern University,Beacon Hill,9.00,1.00,UberX,104026
3.04,2018-11-25 23:19:05.701-07,West End,Boston University,8.50,1.00,UberPool,104027
3.04,2018-11-25 23:19:05.701-07,West End,Boston University,24.00,1.00,Black,104028
3.04,2018-11-25 23:19:05.701-07,West End,Boston University,33.00,1.00,Black SUV,104029
3.04,2018-11-25 23:19:05.701-07,West End,Boston University,18.00,1.00,UberXL,104030
3.44,2018-11-26 23:18:21.905-07,Back Bay,South Station,35.00,1.00,Black SUV,103883
3.44,2018-11-26 23:18:21.905-07,Back Bay,South Station,11.50,1.00,UberX,103884
3.44,2018-11-26 23:18:21.905-07,Back Bay,South Station,20.50,1.00,UberXL,103885
3.44,2018-11-26 23:18:21.905-07,Back Bay,South Station,28.00,1.00,Black,103886
1.92,2018-11-26 23:18:21.905-07,Northeastern University,Beacon Hill,9.00,1.00,UberX,103887
1.92,2018-11-26 23:18:21.905-07,Northeastern University,Beacon Hill,28.50,1.00,Black SUV,103888
1.97,2018-11-26 11:17:11.427-07,West End,South Station,9.50,1.00,UberX,103901
1.97,2018-11-26 11:17:11.427-07,West End,South Station,9.50,1.00,WAV,103902
1.97,2018-11-26 11:17:11.427-07,West End,South Station,,1.00,Taxi,103903
1.97,2018-11-26 11:17:11.427-07,West End,South Station,18.50,1.00,Black,103904
1.97,2018-11-26 11:17:11.427-07,West End,South Station,29.00,1.00,Black SUV,103905
1.97,2018-11-26 11:17:11.427-07,West End,South Station,9.00,1.00,UberPool,103906
1.97,2018-11-26 11:17:11.427-07,West End,South Station,14.00,1.00,UberXL,103907
2.9,2018-11-26 11:17:11.427-07,Fenway,West End,10.50,1.00,WAV,103908
2.9,2018-11-26 11:17:11.427-07,Fenway,West End,17.00,1.00,UberXL,103909
2.9,2018-11-26 11:17:11.427-07,Fenway,West End,29.50,1.00,Black SUV,103910
2.9,2018-11-26 11:17:11.427-07,Fenway,West End,10.50,1.00,UberX,103911
2.9,2018-11-26 11:17:11.427-07,Fenway,West End,22.50,1.00,Black,103912
3.61,2018-11-26 02:35:11.598-07,Back Bay,North End,35.00,1.00,Black SUV,104150
1.34,2018-11-26 02:35:11.598-07,Fenway,Back Bay,11.00,1.00,UberXL,104151
1.61,2018-11-26 02:35:11.598-07,Haymarket Square,Theatre District,17.50,1.00,Black,104152
1.61,2018-11-26 02:35:11.598-07,Haymarket Square,Theatre District,8.50,1.00,UberX,104153
2.46,2018-11-26 19:21:22.345-07,Beacon Hill,Fenway,,1.00,Taxi,104170
1.35,2018-11-26 19:21:22.345-07,Haymarket Square,Beacon Hill,,1.00,Taxi,104171
1.35,2018-11-26 19:21:22.345-07,Haymarket Square,Beacon Hill,7.50,1.00,UberPool,104172
3.05,2018-11-26 07:29:09.727-07,Fenway,North Station,11.50,1.00,WAV,104247
3.05,2018-11-26 07:29:09.727-07,Fenway,North Station,36.00,1.00,Black SUV,104248
3.05,2018-11-26 07:29:09.727-07,Fenway,North Station,,1.00,Taxi,104249
0.49,2018-11-26 14:59:09.48-07,North Station,Haymarket Square,7.00,1.00,UberX,104063
0.49,2018-11-26 14:59:09.48-07,North Station,Haymarket Square,16.00,1.00,Black,104064
0.49,2018-11-26 14:59:09.48-07,North Station,Haymarket Square,,1.00,Taxi,104065
0.49,2018-11-26 14:59:09.48-07,North Station,Haymarket Square,7.00,1.00,WAV,104066
0.49,2018-11-26 14:59:09.48-07,North Station,Haymarket Square,7.50,1.00,UberPool,104067
0.49,2018-11-26 14:59:09.48-07,North Station,Haymarket Square,9.50,1.00,UberXL,104068
1.04,2018-11-26 17:17:15.693-07,Financial District,North End,8.50,1.00,WAV,104069
1.04,2018-11-26 17:17:15.693-07,Financial District,North End,,1.00,Taxi,104070
1.04,2018-11-26 17:17:15.693-07,Financial District,North End,15.00,1.00,Black,104071
1.04,2018-11-26 17:17:15.693-07,Financial District,North End,8.50,1.00,UberPool,104072
1.89,2018-11-26 14:35:09.832-07,Back Bay,South Station,16.00,1.00,UberXL,104096
2.7,2018-11-26 10:59:10.08-07,North End,Back Bay,11.00,1.00,UberPool,104331
2.7,2018-11-26 10:59:10.08-07,North End,Back Bay,11.50,1.00,WAV,104332
2.7,2018-11-26 10:59:10.08-07,North End,Back Bay,11.50,1.00,UberX,104333
2.7,2018-11-26 10:59:10.08-07,North End,Back Bay,,1.00,Taxi,104334
3.37,2018-11-26 10:59:10.08-07,Northeastern University,North Station,9.50,1.00,WAV,104335
3.37,2018-11-26 10:59:10.08-07,Northeastern University,North Station,17.00,1.00,UberXL,104336
1.89,2018-11-26 22:27:22.037-07,Theatre District,Northeastern University,9.50,1.00,WAV,103341
2.27,2018-11-26 22:27:22.037-07,Boston University,Beacon Hill,,1.00,Taxi,103342
2.27,2018-11-26 22:27:22.037-07,Boston University,Beacon Hill,8.50,1.00,WAV,103343
0.61,2018-11-26 04:50:10.045-07,West End,Haymarket Square,,1.00,Taxi,104525
0.61,2018-11-26 04:50:10.045-07,West End,Haymarket Square,5.50,1.00,UberPool,104526
0.61,2018-11-26 04:50:10.045-07,West End,Haymarket Square,7.50,1.00,UberX,104527
2.48,2018-11-26 04:50:10.045-07,South Station,Beacon Hill,21.50,1.00,Black,104528
2.48,2018-11-26 04:50:10.045-07,South Station,Beacon Hill,12.00,1.00,UberX,104529
2.48,2018-11-26 04:50:10.045-07,South Station,Beacon Hill,,1.00,Taxi,104530
0.56,2018-11-26 14:17:10.535-07,Haymarket Square,North Station,15.00,1.00,Black,104689
0.56,2018-11-26 14:17:10.535-07,Haymarket Square,North Station,7.00,1.00,UberX,104690
0.56,2018-11-26 14:17:10.535-07,Haymarket Square,North Station,27.50,1.00,Black SUV,104691
1.62,2018-11-26 14:17:10.535-07,Back Bay,Northeastern University,,1.00,Taxi,104692
1.62,2018-11-26 14:17:10.535-07,Back Bay,Northeastern University,23.50,1.00,UberXL,104693
1.62,2018-11-26 14:17:10.535-07,Back Bay,Northeastern University,16.00,1.00,UberX,104694
3.08,2018-11-26 20:15:23.797-07,Northeastern University,West End,35.00,1.00,Black SUV,104714
3.08,2018-11-26 20:15:23.797-07,Northeastern University,West End,10.00,1.00,UberPool,104715
3.08,2018-11-26 20:15:23.797-07,Northeastern University,West End,26.00,1.00,Black,104716
3.08,2018-11-26 20:15:23.797-07,Northeastern University,West End,17.00,1.00,UberXL,104717
3.08,2018-11-26 20:15:23.797-07,Northeastern University,West End,,1.00,Taxi,104718
1.41,2018-11-26 15:17:10.934-07,Theatre District,North End,9.50,1.00,WAV,104556
1.41,2018-11-26 15:17:10.934-07,Theatre District,North End,27.00,1.00,Black SUV,104557
1.41,2018-11-26 15:17:10.934-07,Theatre District,North End,14.00,1.00,UberXL,104558
2.46,2018-11-26 20:39:23.097-07,Beacon Hill,Fenway,8.50,1.00,WAV,104564
2.46,2018-11-26 20:39:23.097-07,Beacon Hill,Fenway,7.50,1.00,UberPool,104565
2.46,2018-11-26 20:39:23.097-07,Beacon Hill,Fenway,14.00,1.00,UberXL,104566
2.46,2018-11-26 20:39:23.097-07,Beacon Hill,Fenway,28.00,1.00,Black SUV,104567
2.46,2018-11-26 20:39:23.097-07,Beacon Hill,Fenway,20.50,1.00,Black,104568
4.4,2018-11-26 12:23:11.925-07,Financial District,Fenway,11.50,1.00,UberX,104598
4.4,2018-11-26 12:23:11.925-07,Financial District,Fenway,9.00,1.00,UberPool,104599
4.4,2018-11-26 12:23:11.925-07,Financial District,Fenway,19.50,1.00,UberXL,104600
4.4,2018-11-26 12:23:11.925-07,Financial District,Fenway,,1.00,Taxi,104601
4.4,2018-11-26 12:23:11.925-07,Financial District,Fenway,11.50,1.00,WAV,104602
